Capacity,DaysShowedInWeek,Index,LastDate,Lifetime,Movie,OccAtWeek,OccPer,OtherReleasesInWeek,ReleaseDate,ShowsInWeek,WeekSinceRelease
840,5,844,2015-11-05,3,HO00001109,767,0.913095238095238,11,2015-10-16,7,0
1200,7,845,2015-11-05,3,HO00001109,1021,0.8508333333333333,7,2015-10-16,10,1
840,7,846,2015-11-05,3,HO00001109,658,0.7833333333333333,15,2015-10-16,7,2
240,2,847,2015-11-05,3,HO00001109,149,0.6208333333333333,5,2015-10-16,2,3
1703,5,848,2015-11-05,3,HO00001110,1343,0.7886083382266589,11,2015-10-16,13,0
2316,7,849,2015-11-05,3,HO00001110,1791,0.7733160621761658,7,2015-10-16,18,1
2294,7,850,2015-11-05,3,HO00001110,1656,0.7218831734960767,15,2015-10-16,11,2
620,2,851,2015-11-05,3,HO00001110,317,0.5112903225806451,5,2015-10-16,2,3
1550,5,852,2015-11-28,6,HO00001112,1080,0.6967741935483871,11,2015-10-16,5,0
950,7,853,2015-11-28,6,HO00001112,859,0.9042105263157896,7,2015-10-16,8,1
840,7,854,2015-11-28,6,HO00001112,756,0.9,15,2015-10-16,7,2
1480,6,855,2015-11-28,6,HO00001112,1072,0.7243243243243244,5,2015-10-16,6,3
120,1,856,2015-11-28,6,HO00001112,111,0.925,8,2015-10-16,1,6
2170,5,857,2015-10-20,0,HO00001113,1683,0.7755760368663595,11,2015-10-16,7,0
550,5,858,2015-10-20,0,HO00001114,405,0.7363636363636363,11,2015-10-16,5,0
220,2,859,2015-10-18,0,HO00001115,173,0.7863636363636364,11,2015-10-17,2,0
502,4,860,2015-10-19,0,HO00001116,321,0.6394422310756972,11,2015-10-16,4,0
9410,7,861,2015-11-09,2,HO00001117,8211,0.8725823591923486,7,2015-10-21,31,0
3790,7,862,2015-11-09,2,HO00001117,2168,0.5720316622691293,15,2015-10-21,18,1
1048,6,863,2015-11-09,2,HO00001117,726,0.6927480916030534,5,2015-10-21,8,2
2756,6,864,2015-11-09,2,HO00001118,2384,0.8650217706821479,7,2015-10-22,13,0
2082,7,865,2015-11-09,2,HO00001118,1622,0.7790585975024016,15,2015-10-22,14,1
1440,6,866,2015-11-09,2,HO00001118,1056,0.7333333333333333,5,2015-10-22,12,2
9450,7,867,2015-12-17,8,HO00001119,8994,0.9517460317460318,7,2015-10-21,35,0
8900,7,868,2015-12-17,8,HO00001119,8096,0.9096629213483146,15,2015-10-21,30,1
8300,7,869,2015-12-17,8,HO00001119,6670,0.8036144578313253,5,2015-10-21,28,2
1680,7,870,2015-12-17,8,HO00001119,1505,0.8958333333333334,3,2015-10-21,14,3
1910,7,871,2015-12-17,8,HO00001119,1712,0.8963350785340314,6,2015-10-21,16,4
1680,7,872,2015-12-17,8,HO00001119,1292,0.7690476190476191,8,2015-10-21,14,5
1030,7,873,2015-12-17,8,HO00001119,689,0.6689320388349514,8,2015-10-21,9,6
820,7,874,2015-12-17,8,HO00001119,686,0.8365853658536585,4,2015-10-21,7,7
240,2,875,2015-12-17,8,HO00001119,209,0.8708333333333333,4,2015-10-21,2,8
440,4,876,2015-10-25,0,HO00001120,329,0.7477272727272727,7,2015-10-22,4,0
990,6,877,2015-10-29,1,HO00001121,876,0.8848484848484849,7,2015-10-22,9,0
220,2,878,2015-10-29,1,HO00001121,152,0.6909090909090909,15,2015-10-22,2,1
550,5,879,2015-10-26,0,HO00001122,351,0.6381818181818182,7,2015-10-22,5,0
2720,5,880,2015-11-09,1,HO00001123,2303,0.8466911764705882,15,2015-10-30,12,0
3320,6,881,2015-11-09,1,HO00001123,2375,0.7153614457831325,5,2015-10-30,12,1
360,3,882,2015-11-01,0,HO00001124,123,0.3416666666666667,15,2015-10-30,3,0
550,5,883,2015-11-09,1,HO00001125,408,0.7418181818181818,15,2015-10-30,5,0
660,6,884,2015-11-09,1,HO00001125,459,0.6954545454545454,5,2015-10-30,6,1
550,5,885,2015-11-05,1,HO00001126,367,0.6672727272727272,15,2015-10-30,5,0
220,2,886,2015-11-05,1,HO00001126,64,0.2909090909090909,5,2015-10-30,2,1
550,5,887,2015-11-05,1,HO00001127,421,0.7654545454545455,15,2015-10-30,5,0
220,2,888,2015-11-05,1,HO00001127,111,0.5045454545454545,5,2015-10-30,2,1
550,5,889,2015-11-09,1,HO00001128,442,0.8036363636363636,15,2015-10-30,5,0
744,6,890,2015-11-09,1,HO00001128,460,0.6182795698924731,5,2015-10-30,6,1
1550,5,891,2015-11-05,1,HO00001129,1020,0.6580645161290323,15,2015-10-30,5,0
620,2,892,2015-11-05,1,HO00001129,196,0.3161290322580645,5,2015-10-30,2,1
550,5,893,2015-11-19,3,HO00001130,484,0.88,15,2015-10-30,5,0
1451,7,894,2015-11-19,3,HO00001130,1102,0.7594762232942798,5,2015-10-30,13,1
917,7,895,2015-11-19,3,HO00001130,576,0.6281352235550709,3,2015-10-30,7,2
262,2,896,2015-11-19,3,HO00001130,184,0.7022900763358778,6,2015-10-30,2,3
655,5,897,2015-11-05,1,HO00001131,402,0.6137404580152672,15,2015-10-30,5,0
262,2,898,2015-11-05,1,HO00001131,84,0.32061068702290074,5,2015-10-30,2,1
262,2,899,2015-11-01,0,HO00001132,175,0.6679389312977099,15,2015-10-31,2,0
330,3,900,2015-11-01,0,HO00001133,138,0.41818181818181815,15,2015-10-30,3,0
440,4,901,2015-11-09,1,HO00001134,380,0.8636363636363636,15,2015-10-31,4,0
1530,6,902,2015-11-09,1,HO00001134,764,0.4993464052287582,5,2015-10-31,12,1
240,2,903,2015-11-01,0,HO00001135,92,0.38333333333333336,15,2015-10-31,2,0
240,2,904,2015-11-01,0,HO00001136,144,0.6,15,2015-10-31,2,0
440,4,905,2015-11-09,0,HO00001138,144,0.3272727272727273,5,2015-11-06,4,0
1331,5,906,2015-12-17,6,HO00001139,1146,0.8610067618332081,5,2015-11-06,11,0
917,7,907,2015-12-17,6,HO00001139,696,0.7589967284623773,3,2015-11-06,7,1
1071,7,908,2015-12-17,6,HO00001139,928,0.8664799253034547,6,2015-11-06,9,2
1080,7,909,2015-12-17,6,HO00001139,969,0.8972222222222223,8,2015-11-06,9,3
960,7,910,2015-12-17,6,HO00001139,641,0.6677083333333333,8,2015-11-06,8,4
1157,7,911,2015-12-17,6,HO00001139,828,0.7156439066551427,4,2015-11-06,9,5
262,2,912,2015-12-17,6,HO00001139,154,0.5877862595419847,4,2015-11-06,2,6
440,4,913,2015-11-09,0,HO00001140,281,0.6386363636363637,5,2015-11-06,4,0
2450,1,914,2015-12-17,6,HO00001142,2332,0.9518367346938776,5,2015-11-10,13,0
14341,7,915,2015-12-17,6,HO00001142,12456,0.8685586779164632,3,2015-11-10,70,1
8240,7,916,2015-12-17,6,HO00001142,6700,0.8131067961165048,6,2015-11-10,36,2
4250,7,917,2015-12-17,6,HO00001142,2794,0.6574117647058824,8,2015-11-10,18,3
1460,7,918,2015-12-17,6,HO00001142,924,0.6328767123287671,8,2015-11-10,9,4
840,7,919,2015-12-17,6,HO00001142,748,0.8904761904761904,4,2015-11-10,7,5
240,2,920,2015-12-17,6,HO00001142,216,0.9,4,2015-11-10,2,6
3800,6,921,2015-12-09,4,HO00001143,3375,0.8881578947368421,3,2015-11-12,32,0
3370,7,922,2015-12-09,4,HO00001143,2992,0.8878338278931751,6,2015-11-12,30,1
2085,7,923,2015-12-09,4,HO00001143,1701,0.8158273381294964,8,2015-11-12,18,2
1032,7,924,2015-12-09,4,HO00001143,715,0.6928294573643411,8,2015-11-12,9,3
110,1,925,2015-12-09,4,HO00001143,98,0.8909090909090909,4,2015-11-12,1,4
3083,1,926,2015-12-17,6,HO00001144,2990,0.9698345767109958,5,2015-11-10,18,0
15145,7,927,2015-12-17,6,HO00001144,14040,0.9270386266094421,3,2015-11-10,76,1
9141,7,928,2015-12-17,6,HO00001144,7966,0.8714582649600701,6,2015-11-10,37,2
4850,7,929,2015-12-17,6,HO00001144,3110,0.6412371134020619,8,2015-11-10,23,3
2180,7,930,2015-12-17,6,HO00001144,1407,0.6454128440366973,8,2015-11-10,15,4
1630,7,931,2015-12-17,6,HO00001144,1314,0.8061349693251534,4,2015-11-10,14,5
460,2,932,2015-12-17,6,HO00001144,266,0.5782608695652174,4,2015-11-10,4,6
1813,7,933,2015-11-19,1,HO00001145,1154,0.6365140650854937,3,2015-11-11,14,0
262,2,934,2015-11-19,1,HO00001145,189,0.7213740458015268,6,2015-11-11,2,1
550,5,935,2015-11-26,2,HO00001146,473,0.86,3,2015-11-13,5,0
440,4,936,2015-11-26,2,HO00001146,335,0.7613636363636364,6,2015-11-13,4,1
220,2,937,2015-11-26,2,HO00001146,156,0.7090909090909091,8,2015-11-13,2,2
7714,6,938,2015-12-17,4,HO00001147,6856,0.8887736582836402,6,2015-11-19,41,0
5562,7,939,2015-12-17,4,HO00001147,4557,0.8193096008629989,8,2015-11-19,24,1
3470,7,940,2015-12-17,4,HO00001147,2245,0.6469740634005764,8,2015-11-19,15,2
2390,7,941,2015-12-17,4,HO00001147,1708,0.7146443514644352,4,2015-11-19,9,3
620,2,942,2015-12-17,4,HO00001147,295,0.4758064516129033,4,2015-11-19,2,4
1100,5,943,2015-12-10,3,HO00001148,1030,0.9363636363636364,6,2015-11-20,10,0
990,7,944,2015-12-10,3,HO00001148,874,0.8828282828282829,8,2015-11-20,9,1
770,7,945,2015-12-10,3,HO00001148,431,0.5597402597402598,8,2015-11-20,7,2
220,2,946,2015-12-10,3,HO00001148,111,0.5045454545454545,4,2015-11-20,2,3
440,4,947,2015-11-23,0,HO00001149,253,0.575,6,2015-11-20,4,0
812,5,948,2015-11-26,1,HO00001150,509,0.6268472906403941,6,2015-11-20,7,0
220,2,949,2015-11-26,1,HO00001150,133,0.6045454545454545,8,2015-11-20,2,1
550,5,950,2015-11-26,1,HO00001152,479,0.8709090909090909,6,2015-11-20,5,0
220,2,951,2015-11-26,1,HO00001152,169,0.7681818181818182,8,2015-11-20,2,1
862,5,952,2015-12-03,2,HO00001153,697,0.808584686774942,6,2015-11-20,7,0
1102,7,953,2015-12-03,2,HO00001153,709,0.6433756805807622,8,2015-11-20,9,1
240,2,954,2015-12-03,2,HO00001153,122,0.5083333333333333,8,2015-11-20,2,2
120,1,955,2016-03-31,18,HO00001154,105,0.875,7,2015-11-27,1,5
910,5,956,2016-03-31,18,HO00001154,554,0.6087912087912087,8,2015-11-27,8,17
220,2,957,2016-03-31,18,HO00001154,122,0.5545454545454546,7,2015-11-27,2,18
220,2,958,2015-11-29,0,HO00001155,122,0.5545454545454546,8,2015-11-28,2,0
1320,5,959,2016-01-13,7,HO00001156,1151,0.8719696969696971,8,2015-11-27,12,0
1320,7,960,2016-01-13,7,HO00001156,990,0.75,8,2015-11-27,12,1
1095,7,961,2016-01-13,7,HO00001156,838,0.7652968036529679,4,2015-11-27,9,2
812,7,962,2016-01-13,7,HO00001156,691,0.8509852216748769,4,2015-11-27,7,3
770,7,963,2016-01-13,7,HO00001156,679,0.8818181818181818,7,2015-11-27,7,4
820,7,964,2016-01-13,7,HO00001156,675,0.8231707317073171,7,2015-11-27,7,5
895,7,965,2016-01-13,7,HO00001156,621,0.6938547486033521,6,2015-11-27,7,6
131,1,966,2016-01-13,7,HO00001156,90,0.6870229007633588,11,2015-11-27,1,7
393,3,967,2015-11-29,0,HO00001157,127,0.3231552162849873,8,2015-11-27,3,0
1205,5,968,2015-12-17,3,HO00001158,1003,0.8323651452282158,8,2015-11-27,10,0
2582,7,969,2015-12-17,3,HO00001158,1800,0.6971340046475601,8,2015-11-27,14,1
1280,7,970,2015-12-17,3,HO00001158,900,0.703125,4,2015-11-27,8,2
220,2,971,2015-12-17,3,HO00001158,146,0.6636363636363637,4,2015-11-27,2,3
4390,5,972,2015-12-23,4,HO00001159,4012,0.9138952164009112,8,2015-11-27,18,0
4560,7,973,2015-12-23,4,HO00001159,3213,0.7046052631578947,8,2015-11-27,16,1
3665,7,974,2015-12-23,4,HO00001159,2765,0.7544338335607094,4,2015-11-27,16,2
1432,7,975,2015-12-23,4,HO00001159,997,0.6962290502793296,4,2015-11-27,9,3
110,1,976,2015-12-23,4,HO00001159,99,0.9,7,2015-11-27,1,4
3100,5,977,2015-12-03,1,HO00001160,2022,0.652258064516129,8,2015-11-27,10,0
1240,2,978,2015-12-03,1,HO00001160,237,0.19112903225806446,8,2015-11-27,4,1
2506,5,979,2015-12-23,4,HO00001161,2255,0.8998403830806065,8,2015-11-27,18,0
2274,7,980,2015-12-23,4,HO00001161,1865,0.8201407211961301,8,2015-11-27,18,1
2694,7,981,2015-12-23,4,HO00001161,1782,0.6614699331848553,4,2015-11-27,11,2
1170,7,982,2015-12-23,4,HO00001161,813,0.6948717948717948,4,2015-11-27,7,3
110,1,983,2015-12-23,4,HO00001161,100,0.9090909090909092,7,2015-11-27,1,4
1362,5,984,2015-12-17,3,HO00001162,1162,0.8531571218795888,8,2015-11-27,12,0
1540,7,985,2015-12-17,3,HO00001162,1348,0.8753246753246753,8,2015-11-27,14,1
990,7,986,2015-12-17,3,HO00001162,816,0.8242424242424242,4,2015-11-27,9,2
220,2,987,2015-12-17,3,HO00001162,166,0.7545454545454545,4,2015-11-27,2,3
3100,5,988,2016-01-13,5,HO00001169,2668,0.8606451612903225,4,2015-12-11,10,0
2890,7,989,2016-01-13,5,HO00001169,2309,0.7989619377162629,4,2015-12-11,19,1
1650,7,990,2016-01-13,5,HO00001169,1399,0.8478787878787879,7,2015-12-11,15,2
770,7,991,2016-01-13,5,HO00001169,704,0.9142857142857144,7,2015-12-11,7,3
1770,7,992,2016-01-13,5,HO00001169,1266,0.7152542372881356,6,2015-12-11,7,4
310,1,993,2016-01-13,5,HO00001169,184,0.5935483870967742,11,2015-12-11,1,5
2370,5,994,2015-12-17,1,HO00001171,1259,0.5312236286919831,4,2015-12-11,17,0
700,2,995,2015-12-17,1,HO00001171,320,0.4571428571428571,4,2015-12-11,6,1
550,5,996,2015-12-15,0,HO00001172,340,0.6181818181818182,4,2015-12-11,5,0
1540,6,997,2015-12-16,1,HO00001173,1090,0.7077922077922078,4,2015-12-10,14,0
220,1,998,2015-12-16,1,HO00001173,103,0.4681818181818182,4,2015-12-10,2,1
6502,5,999,2016-01-13,4,HO00001175,6020,0.9258689633958782,4,2015-12-18,36,0
4883,7,1000,2016-01-13,4,HO00001175,4375,0.895965594921155,7,2015-12-18,28,1
3250,7,1001,2016-01-13,4,HO00001175,2544,0.7827692307692308,7,2015-12-18,16,2
2410,7,1002,2016-01-13,4,HO00001175,1207,0.5008298755186722,6,2015-12-18,9,3
310,1,1003,2016-01-13,4,HO00001175,129,0.4161290322580645,11,2015-12-18,1,4
5850,5,1004,2016-02-25,10,HO00001176,5035,0.8606837606837607,4,2015-12-18,32,0
4472,7,1005,2016-02-25,10,HO00001176,4033,0.9018336314847942,7,2015-12-18,25,1
4180,7,1006,2016-02-25,10,HO00001176,3299,0.7892344497607655,7,2015-12-18,16,2
3960,7,1007,2016-02-25,10,HO00001176,2173,0.5487373737373737,6,2015-12-18,16,3
1206,7,1008,2016-02-25,10,HO00001176,828,0.6865671641791045,11,2015-12-18,8,4
1222,7,1009,2016-02-25,10,HO00001176,1039,0.8502454991816694,11,2015-12-18,10,5
840,7,1010,2016-02-25,10,HO00001176,754,0.8976190476190476,8,2015-12-18,7,6
840,7,1011,2016-02-25,10,HO00001176,763,0.9083333333333332,9,2015-12-18,7,7
840,7,1012,2016-02-25,10,HO00001176,752,0.8952380952380953,12,2015-12-18,7,8
895,7,1013,2016-02-25,10,HO00001176,650,0.7262569832402235,9,2015-12-18,7,9
262,2,1014,2016-02-25,10,HO00001176,184,0.7022900763358778,11,2015-12-18,2,10
10340,5,1015,2016-01-13,4,HO00001177,9231,0.8927466150870407,4,2015-12-18,52,0
8395,7,1016,2016-01-13,4,HO00001177,6726,0.8011911852293031,7,2015-12-18,35,1
3332,7,1017,2016-01-13,4,HO00001177,2279,0.6839735894357744,7,2015-12-18,19,2
1640,7,1018,2016-01-13,4,HO00001177,1290,0.7865853658536586,6,2015-12-18,14,3
240,1,1019,2016-01-13,4,HO00001177,183,0.7625,11,2015-12-18,2,4
770,6,1020,2015-12-23,1,HO00001178,604,0.7844155844155845,4,2015-12-17,7,0
110,1,1021,2015-12-23,1,HO00001178,97,0.8818181818181818,7,2015-12-17,1,1
5791,6,1022,2016-01-13,3,HO00001180,4625,0.7986530823691935,7,2015-12-24,26,0
3030,7,1023,2016-01-13,3,HO00001180,2353,0.7765676567656765,7,2015-12-24,18,1
1724,7,1024,2016-01-13,3,HO00001180,1387,0.8045243619489559,6,2015-12-24,14,2
240,1,1025,2016-01-13,3,HO00001180,192,0.8,11,2015-12-24,2,3
550,5,1026,2015-12-31,1,HO00001181,433,0.7872727272727272,7,2015-12-24,5,0
220,2,1027,2015-12-31,1,HO00001181,73,0.33181818181818185,7,2015-12-24,2,1
880,5,1028,2016-01-28,5,HO00001182,825,0.9375,7,2015-12-25,8,0
1180,7,1029,2016-01-28,5,HO00001182,1061,0.8991525423728813,7,2015-12-25,10,1
1350,7,1030,2016-01-28,5,HO00001182,1190,0.8814814814814815,6,2015-12-25,12,2
990,7,1031,2016-01-28,5,HO00001182,846,0.8545454545454545,11,2015-12-25,9,3
770,7,1032,2016-01-28,5,HO00001182,678,0.8805194805194805,11,2015-12-25,7,4
220,2,1033,2016-01-28,5,HO00001182,197,0.8954545454545455,8,2015-12-25,2,5
5636,6,1034,2016-01-21,4,HO00001183,5154,0.9144783534421576,7,2015-12-24,29,0
5442,7,1035,2016-01-21,4,HO00001183,4357,0.8006247703050349,7,2015-12-24,27,1
4180,7,1036,2016-01-21,4,HO00001183,2470,0.5909090909090909,6,2015-12-24,18,2
1080,7,1037,2016-01-21,4,HO00001183,737,0.6824074074074075,11,2015-12-24,8,3
220,2,1038,2016-01-21,4,HO00001183,125,0.5681818181818182,11,2015-12-24,2,4
2950,6,1039,2016-02-04,6,HO00001184,2633,0.8925423728813561,7,2015-12-24,25,0
3530,7,1040,2016-02-04,6,HO00001184,2927,0.8291784702549575,7,2015-12-24,23,1
3380,7,1041,2016-02-04,6,HO00001184,2512,0.7431952662721893,6,2015-12-24,18,2
1080,7,1042,2016-02-04,6,HO00001184,812,0.7518518518518519,11,2015-12-24,8,3
660,6,1043,2016-02-04,6,HO00001184,588,0.8909090909090909,11,2015-12-24,6,4
770,7,1044,2016-02-04,6,HO00001184,541,0.7025974025974026,8,2015-12-24,7,5
220,2,1045,2016-02-04,6,HO00001184,134,0.6090909090909091,9,2015-12-24,2,6
1020,6,1046,2015-12-31,1,HO00001185,563,0.5519607843137255,7,2015-12-24,9,0
220,2,1047,2015-12-31,1,HO00001185,70,0.3181818181818182,7,2015-12-24,2,1
550,5,1048,2016-01-07,2,HO00001186,485,0.8818181818181818,7,2015-12-25,5,0
770,7,1049,2016-01-07,2,HO00001186,544,0.7064935064935065,7,2015-12-25,7,1
220,2,1050,2016-01-07,2,HO00001186,84,0.3818181818181817,6,2015-12-25,2,2
1030,5,1051,2016-01-13,2,HO00001187,780,0.7572815533980582,7,2016-01-01,9,0
1780,7,1052,2016-01-13,2,HO00001187,1312,0.7370786516853932,6,2016-01-01,15,1
240,1,1053,2016-01-13,2,HO00001187,139,0.5791666666666667,11,2016-01-01,2,2
655,5,1054,2016-01-07,1,HO00001188,420,0.6412213740458015,7,2016-01-01,5,0
262,2,1055,2016-01-07,1,HO00001188,95,0.3625954198473281,6,2016-01-01,2,1
1943,5,1056,2016-01-21,3,HO00001189,1515,0.7797220792588779,7,2016-01-01,8,0
1220,7,1057,2016-01-21,3,HO00001189,876,0.7180327868852459,6,2016-01-01,7,1
780,7,1058,2016-01-21,3,HO00001189,705,0.903846153846154,11,2016-01-01,7,2
220,2,1059,2016-01-21,3,HO00001189,196,0.8909090909090909,11,2016-01-01,2,3
2480,5,1060,2016-01-21,3,HO00001190,1314,0.5298387096774193,7,2016-01-01,8,0
1170,7,1061,2016-01-21,3,HO00001190,758,0.6478632478632479,6,2016-01-01,7,1
1080,7,1062,2016-01-21,3,HO00001190,621,0.575,11,2016-01-01,8,2
220,2,1063,2016-01-21,3,HO00001190,71,0.32272727272727275,11,2016-01-01,2,3
550,5,1064,2016-01-07,1,HO00001191,412,0.7490909090909091,7,2016-01-01,5,0
220,2,1065,2016-01-07,1,HO00001191,122,0.5545454545454546,6,2016-01-01,2,1
550,5,1066,2016-01-05,0,HO00001192,395,0.7181818181818181,7,2016-01-01,5,0
1430,5,1067,2016-01-13,2,HO00001193,1123,0.7853146853146853,7,2016-01-01,13,0
990,7,1068,2016-01-13,2,HO00001193,715,0.7222222222222222,6,2016-01-01,9,1
110,1,1069,2016-01-13,2,HO00001193,44,0.4,11,2016-01-01,1,2
1100,5,1070,2016-01-12,0,HO00001194,576,0.5236363636363637,6,2016-01-08,10,0
3100,5,1071,2016-02-04,4,HO00001195,2473,0.797741935483871,6,2016-01-08,10,0
1864,7,1072,2016-02-04,4,HO00001195,1459,0.7827253218884119,11,2016-01-08,12,1
2010,7,1073,2016-02-04,4,HO00001195,1688,0.8398009950248756,11,2016-01-08,9,2
1390,7,1074,2016-02-04,4,HO00001195,932,0.6705035971223021,8,2016-01-08,9,3
220,2,1075,2016-02-04,4,HO00001195,156,0.7090909090909091,9,2016-01-08,2,4
330,3,1076,2016-01-10,0,HO00001196,134,0.4060606060606061,6,2016-01-08,3,0
1572,5,1077,2016-01-13,1,HO00001197,861,0.5477099236641222,6,2016-01-08,12,0
262,1,1078,2016-01-13,1,HO00001197,144,0.5496183206106869,11,2016-01-08,2,1
1320,5,1079,2016-01-12,0,HO00001198,948,0.7181818181818181,6,2016-01-08,12,0
1790,5,1080,2016-01-12,0,HO00001199,708,0.3955307262569833,6,2016-01-08,7,0
6342,6,1081,2016-02-04,3,HO00001200,4867,0.7674235257016714,11,2016-01-14,28,0
4624,7,1082,2016-02-04,3,HO00001200,2968,0.6418685121107266,11,2016-01-14,23,1
1694,7,1083,2016-02-04,3,HO00001200,917,0.5413223140495868,8,2016-01-14,11,2
220,2,1084,2016-02-04,3,HO00001200,159,0.7227272727272728,9,2016-01-14,2,3
7440,6,1085,2016-02-18,5,HO00001201,7086,0.9524193548387097,11,2016-01-14,24,0
3580,7,1086,2016-02-18,5,HO00001201,3236,0.9039106145251397,11,2016-01-14,18,1
1990,7,1087,2016-02-18,5,HO00001201,1500,0.7537688442211056,8,2016-01-14,9,2
1170,7,1088,2016-02-18,5,HO00001201,710,0.6068376068376068,9,2016-01-14,7,3
770,7,1089,2016-02-18,5,HO00001201,669,0.8688311688311688,12,2016-01-14,7,4
220,2,1090,2016-02-18,5,HO00001201,186,0.8454545454545455,9,2016-01-14,2,5
5150,6,1091,2016-02-11,4,HO00001202,4473,0.8685436893203884,11,2016-01-14,25,0
4430,7,1092,2016-02-11,4,HO00001202,3624,0.818058690744921,11,2016-01-14,23,1
2180,7,1093,2016-02-11,4,HO00001202,1460,0.6697247706422018,8,2016-01-14,15,2
910,7,1094,2016-02-11,4,HO00001202,586,0.6439560439560439,9,2016-01-14,8,3
220,2,1095,2016-02-11,4,HO00001202,96,0.4363636363636363,12,2016-01-14,2,4
1000,6,1096,2016-01-28,2,HO00001203,715,0.715,11,2016-01-14,9,0
770,7,1097,2016-01-28,2,HO00001203,608,0.7896103896103897,11,2016-01-14,7,1
220,2,1098,2016-01-28,2,HO00001203,192,0.8727272727272727,8,2016-01-14,2,2
930,5,1099,2016-01-26,1,HO00001204,787,0.8462365591397849,11,2016-01-15,8,0
633,5,1100,2016-01-26,1,HO00001204,418,0.660347551342812,11,2016-01-15,5,1
880,5,1101,2016-02-04,2,HO00001205,628,0.7136363636363636,11,2016-01-22,8,0
875,7,1102,2016-02-04,2,HO00001205,499,0.5702857142857143,8,2016-01-22,7,1
262,2,1103,2016-02-04,2,HO00001205,133,0.5076335877862596,9,2016-01-22,2,2
3810,6,1104,2016-02-11,4,HO00001206,3267,0.8574803149606299,11,2016-01-14,27,0
2760,7,1105,2016-02-11,4,HO00001206,2270,0.822463768115942,11,2016-01-14,23,1
1800,7,1106,2016-02-11,4,HO00001206,1250,0.6944444444444444,8,2016-01-14,15,2
1135,7,1107,2016-02-11,4,HO00001206,667,0.5876651982378854,9,2016-01-14,9,3
262,2,1108,2016-02-11,4,HO00001206,121,0.4618320610687023,12,2016-01-14,2,4
1100,7,1109,2016-02-04,3,HO00001207,1009,0.9172727272727272,11,2016-01-13,10,0
770,7,1110,2016-02-04,3,HO00001207,710,0.9220779220779219,11,2016-01-13,7,1
770,7,1111,2016-02-04,3,HO00001207,607,0.7883116883116883,8,2016-01-13,7,2
220,2,1112,2016-02-04,3,HO00001207,122,0.5545454545454546,9,2016-01-13,2,3
1510,5,1113,2016-02-04,3,HO00001208,1355,0.8973509933774835,11,2016-01-15,13,0
2010,7,1114,2016-02-04,3,HO00001208,1492,0.7422885572139304,11,2016-01-15,9,1
1170,7,1115,2016-02-04,3,HO00001208,596,0.5094017094017094,8,2016-01-15,7,2
220,2,1116,2016-02-04,3,HO00001208,123,0.5590909090909091,9,2016-01-15,2,3
910,5,1117,2016-01-21,1,HO00001209,560,0.6153846153846154,11,2016-01-15,8,0
220,2,1118,2016-01-21,1,HO00001209,87,0.3954545454545455,11,2016-01-15,2,1
1100,6,1119,2016-01-19,0,HO00001210,624,0.5672727272727273,11,2016-01-14,10,0
600,5,1120,2016-02-04,3,HO00001211,546,0.91,11,2016-01-15,5,0
1080,6,1121,2016-02-04,3,HO00001211,974,0.901851851851852,11,2016-01-15,9,1
790,7,1122,2016-02-04,3,HO00001211,677,0.8569620253164557,8,2016-01-15,7,2
220,2,1123,2016-02-04,3,HO00001211,184,0.8363636363636363,9,2016-01-15,2,3
330,3,1124,2016-01-24,0,HO00001212,126,0.3818181818181817,11,2016-01-22,3,0
4030,5,1125,2016-03-03,6,HO00001213,3717,0.9223325062034741,11,2016-01-22,13,0
4340,7,1126,2016-03-03,6,HO00001213,3667,0.8449308755760369,8,2016-01-22,14,1
2665,7,1127,2016-03-03,6,HO00001213,1971,0.7395872420262665,9,2016-01-22,16,2
1322,7,1128,2016-03-03,6,HO00001213,1101,0.8328290468986385,12,2016-01-22,11,3
895,7,1129,2016-03-03,6,HO00001213,687,0.7675977653631285,9,2016-01-22,7,4
917,7,1130,2016-03-03,6,HO00001213,586,0.6390403489640131,11,2016-01-22,7,5
262,2,1131,2016-03-03,6,HO00001213,171,0.6526717557251909,9,2016-01-22,2,6
875,5,1132,2016-02-04,2,HO00001214,705,0.8057142857142857,11,2016-01-22,7,0
1137,7,1133,2016-02-04,2,HO00001214,662,0.5822339489885664,8,2016-01-22,9,1
262,2,1134,2016-02-04,2,HO00001214,89,0.33969465648854963,9,2016-01-22,2,2
1860,5,1135,2016-02-04,2,HO00001215,1162,0.624731182795699,11,2016-01-22,11,0
1115,7,1136,2016-02-04,2,HO00001215,786,0.704932735426009,8,2016-01-22,9,1
262,2,1137,2016-02-04,2,HO00001215,102,0.3893129770992366,9,2016-01-22,2,2
880,5,1138,2016-01-28,1,HO00001216,729,0.8284090909090909,11,2016-01-22,8,0
220,2,1139,2016-01-28,1,HO00001216,167,0.759090909090909,8,2016-01-22,2,1
1550,5,1140,2016-02-04,2,HO00001217,1003,0.6470967741935484,11,2016-01-22,5,0
1170,7,1141,2016-02-04,2,HO00001217,607,0.5188034188034188,8,2016-01-22,7,1
220,2,1142,2016-02-04,2,HO00001217,105,0.4772727272727273,9,2016-01-22,2,2
2205,5,1143,2016-02-04,2,HO00001218,1720,0.7800453514739231,11,2016-01-22,10,0
1482,7,1144,2016-02-04,2,HO00001218,721,0.4865047233468286,8,2016-01-22,9,1
240,2,1145,2016-02-04,2,HO00001218,149,0.6208333333333333,9,2016-01-22,2,2
